8.49807,2.99999,1.58622
8.49229,3.24992,1.60164
8.48266,3.49973,1.61706
8.46917,3.74937,1.63248
8.45184,3.99876,1.6479
8.43066,4.24786,1.66332
8.40564,4.4966,1.67874
8.37679,4.74493,1.69416
8.34412,4.99278,1.70958
8.30763,5.2401,1.725
8.26733,5.48683,1.74042
8.22323,5.73291,1.75584
8.17534,5.97828,1.77126
8.12367,6.22288,1.78668
8.06824,6.46665,1.8021
8.00905,6.70954,1.81752
7.94613,6.95149,1.83294
7.87948,7.19244,1.84836
7.80913,7.43233,1.86378
7.73508,7.67111,1.8792
7.66279,7.91042,1.84915
7.59772,8.1518,1.81909
7.53993,8.39502,1.78904
7.48948,8.63986,1.75898
7.4464,8.88612,1.72893
7.41075,9.13355,1.69887
7.38255,9.38195,1.66882
7.36183,9.63108,1.63876
7.3486,9.88072,1.60871
7.34288,10.1306,1.57865
7.34467,10.3806,1.5486
7.35397,10.6304,1.51855
7.37078,10.8799,1.48849
7.39507,11.1287,1.45844
7.42683,11.3766,1.42838
7.46603,11.6235,1.39833
7.51263,11.8691,1.36827
7.56658,12.1132,1.33822
7.62785,12.3556,1.30816
7.69638,12.596,1.27811
7.76666,12.8359,1.29353
7.83324,13.0769,1.30895
7.89609,13.3189,1.32437
7.9552,13.5618,1.33979
8.01056,13.8056,1.35521
8.06216,14.0502,1.37063
8.10997,14.2956,1.38605
8.154,14.5417,1.40147
8.19423,14.7884,1.41689
8.23065,15.0357,1.43231
8.26325,15.2836,1.44773
8.29202,15.5319,1.46315
8.31696,15.7807,1.47857
8.33807,16.0298,1.49399
8.35533,16.2792,1.50941
8.36874,16.5288,1.52483
8.3783,16.7786,1.54025
8.38401,17.0286,1.55567
8.38586,17.2786,1.57109
8.38386,17.5286,1.58651
8.38091,17.7785,1.57864
8.37994,18.0285,1.57077
8.38093,18.2785,1.5629
8.38388,18.5285,1.55503
8.38881,18.7785,1.54716
8.3957,19.0284,1.53929
8.40456,19.2782,1.53141
8.41539,19.528,1.52354
8.42818,19.7777,1.51567
8.44294,20.0272,1.5078
8.45966,20.2767,1.49993
8.47834,20.526,1.49206
8.49898,20.7751,1.48419
8.52159,21.0241,1.47632
8.54615,21.2729,1.46844
8.57268,21.5215,1.46057
8.60115,21.7698,1.4527
8.63159,22.018,1.44483
8.66397,22.2659,1.43696
8.6983,22.5135,1.42909
8.73733,22.7604,1.39903
8.78375,23.0061,1.36898
8.83754,23.2502,1.33892
8.89863,23.4926,1.30887
8.96699,23.7331,1.27882
9.04254,23.9714,1.24876
9.12521,24.2073,1.21871
9.21494,24.4406,1.18865
9.31164,24.6712,1.1586
9.41522,24.8987,1.12854
9.5256,25.123,1.09849
9.64266,25.3439,1.06843
9.76631,25.5611,1.03838
9.89643,25.7746,1.00832
10.0329,25.984,0.978269
10.1756,26.1893,0.948214
10.3244,26.3902,0.91816
10.4792,26.5865,0.888105
10.6398,26.7781,0.858051
10.8061,26.9647,0.827996
10.9793,27.145,0.783165
11.1603,27.3174,0.738335
11.349,27.4814,0.693504
11.5447,27.6369,0.648673
11.7473,27.7834,0.603843
11.9562,27.9207,0.559012
12.171,28.0485,0.514181
12.3914,28.1665,0.469351
12.6168,28.2745,0.42452
12.8468,28.3724,0.379689
13.081,28.4598,0.334858
13.3189,28.5366,0.290028
13.56,28.6027,0.245197
13.8038,28.658,0.200366
14.0498,28.7022,0.155536
14.2976,28.7354,0.110705
14.5466,28.7574,0.0658743
14.7963,28.7683,0.0210436
15.0463,28.768,6.2594
15.296,28.7564,6.21457
15.5454,28.7383,6.2067
15.7946,28.7182,6.19883
16.0436,28.6962,6.19095
16.2924,28.6722,6.18308
16.5411,28.6462,6.17521
16.7895,28.6183,6.16734
17.0377,28.5884,6.15947
17.2857,28.5566,6.1516
17.5334,28.5228,6.14373
17.7808,28.4871,6.13586
18.028,28.4494,6.12798
18.2748,28.4098,6.12011
18.5213,28.3682,6.11224
18.7675,28.3247,6.10437
19.0134,28.2793,6.0965
19.2588,28.2319,6.08863
19.5039,28.1826,6.08076
19.7486,28.1314,6.07288
19.9929,28.0783,6.06501
20.2367,28.0232,6.05714
20.4793,27.9626,6.01977
20.7194,27.893,5.98241
