26.3781,22.1658,5.30978,1
26.0957,15.3892,3.96355,1
27.5165,18.2047,4.64127,1
25.2815,23.5559,5.46276,0
25.873,11.6144,4.27632,1
27.317,20.4749,5.10982,1
25.6237,7.50672,5.0676,1
26.3856,16.8832,4.22271,1
28.1547,16.9718,3.59764,0
26.5863,14.2053,4.64161,0
25.526,5.73759,5.07025,1
26.4382,20.6737,4.83894,0
25.0955,12.489,4.69078,1
26.5238,11.0539,4.75011,1
26.8758,21.4522,5.24642,1
24.6255,5.11695,4.60222,1
27.0128,11.4109,4.63518,1
27.631,16.9391,3.89266,0
27.1602,5.11321,4.89546,1
24.8626,10.9629,4.77236,0
21.2464,12.5539,3.34682,1
26.3241,9.57955,4.05889,0
26.3444,9.55322,4.68156,1
27.9674,2.94262,5.26221,1
28.9227,3.97273,5.90098,1
27.4481,2.45849,5.43337,1
22.9161,12.8366,3.26357,0
24.5799,15.0957,5.16139,0
25.6003,16.2638,4.16628,1
25.7729,8.29879,3.99774,1
26.5932,10.4155,4.73226,0
26.2538,8.94984,4.16438,1
24.5585,10.933,4.95288,0
25.4388,12.0254,4.39945,0
24.2838,13.3432,4.4247,1
27.2507,17.6424,4.45323,1
23.5105,5.96195,4.04281,1
26.8154,6.82412,5.10703,1
23.5773,26.409,5.45936,0
24.2187,14.4021,3.97111,1
19.108,12.0575,3.39533,1
27.2884,7.25993,5.08937,1
26.0275,14.2014,5.00302,0
25.6207,14.9593,4.05538,1
24.0601,11.6497,4.49137,1
26.838,6.81667,4.86359,1
25.8055,13.3869,3.403,0
26.203,18.4467,4.76206,0
24.5584,6.38632,5.75027,0
25.1497,10.0386,4.78343,1
26.4954,15.7783,5.05354,0
26.9168,21.3201,5.1995,0
27.3455,17.386,4.55845,1
24.952,12.1837,4.98428,1
32.6825,2.28663,5.81811,1
26.6869,14.276,3.99124,0
21.7695,4.17748,3.8243,1
24.9378,25.1121,5.00521,0
27.1506,11.0099,4.37767,0
23.1241,5.80928,3.95175,1
28.6759,3.22828,5.54331,1
23.6543,11.8645,5.14146,0
24.8702,11.2723,4.36726,1
25.1804,5.44126,4.48298,1
26.604,9.46723,3.95214,0
26.1327,10.8545,4.88272,0
22.3473,12.8632,3.37421,0
27.4036,13.115,4.91161,1
24.354,14.3913,4.07926,1
25.9679,3.91365,4.60611,1
27.0751,6.93729,5.02379,1
25.4113,11.3371,4.35182,0
25.1284,8.87952,4.6368,1
26.6528,15.7893,5.02164,1
26.4097,9.31512,3.97658,0
27.4679,14.3029,4.46371,0
25.5603,20.236,4.52986,1
23.9278,4.61052,4.28226,1
25.475,9.54013,5.24267,0
21.7431,3.34064,4.20373,1
25.8311,10.7053,5.0841,0
24.1447,10.5207,5.02749,0
25.257,8.12152,4.11997,1
23.6673,19.3607,5.74222,0
24.4972,9.7487,4.22828,1
30.571,2.88449,6.22537,0
24.0935,12.7868,3.16571,0
25.2063,12.4696,4.75122,0
24.6668,24.2888,5.51752,0
24.03,10.7152,4.48563,1
25.2391,24.8159,5.59151,1
25.9578,22.9614,5.21211,0
25.5339,9.60456,5.05503,1
23.8478,13.8696,5.09989,0
26.2215,5.2654,4.79387,1
26.2732,13.3906,5.1326,1
28.7971,3.25239,6.28955,0
25.7615,7.34539,4.88333,1
23.3937,4.09494,4.0282,1
16.6438,29.14,6.40378,0
22.8907,5.05582,6.33553,0
27.5565,16.758,3.90566,0
27.5877,27.7267,3.95345,0
21.6512,29.2191,6.17912,1
26.0251,24.6698,4.69753,0
22.7881,13.1109,3.66139,0
25.9864,21.9449,4.7878,0
26.5601,8.41358,4.36896,1
26.6106,15.8824,5.00017,1
25.1035,8.82291,4.56314,0
25.0115,18.0346,5.12141,0
23.7417,10.9641,5.60983,0
25.7069,14.2863,4.12236,0
26.7874,8.68906,4.69948,0
27.3227,10.7692,4.73617,1
19.3571,3.74433,3.17799,1
