8.49715,2.99998,1.59357
8.48861,3.24983,1.61635
8.47439,3.49942,1.63912
8.45448,3.74862,1.6619
8.4289,3.9973,1.68468
8.39767,4.24534,1.70745
8.36079,4.4926,1.73023
8.3183,4.73895,1.753
8.2702,4.98428,1.77578
8.21653,5.22844,1.79855
8.15731,5.47132,1.82133
8.09258,5.71279,1.84411
8.02236,5.95272,1.86688
7.9467,6.19099,1.88966
7.88401,6.38091,1.89671
7.82934,6.54266,1.90273
7.7737,6.70409,1.90876
7.71709,6.86517,1.91478
7.65951,7.02591,1.9208
7.60096,7.1863,1.92682
7.54145,7.34633,1.93284
7.48097,7.50601,1.93887
7.41953,7.66531,1.94489
7.35714,7.82425,1.95091
7.35714,7.82425,1.95091
7.29379,7.9828,1.99035
7.2162,8.15675,2.03434
7.13104,8.32712,2.07834
7.03846,8.49358,2.12234
6.93866,8.6558,2.16633
6.83182,8.81348,2.21033
6.71814,8.96631,2.25432
6.59785,9.11399,2.29832
6.47119,9.25624,2.34231
6.33839,9.39278,2.38631
6.33839,9.39278,2.38631
6.19971,9.52334,2.37026
6.03477,9.68371,2.35087
5.87298,9.84724,2.33149
5.71438,10.0139,2.31211
5.55904,10.1836,2.29273
5.40701,10.3562,2.27334
5.25837,10.5318,2.25396
5.11315,10.7102,2.23458
4.97142,10.8914,2.2152
4.83323,11.0753,2.19581
4.83323,11.0753,2.19581
4.69863,11.2619,2.22397
4.61524,11.3708,2.24076
4.53004,11.4784,2.25755
4.44304,11.5845,2.27434
4.35427,11.6891,2.29113
4.26376,11.7923,2.30792
4.17153,11.8939,2.32472
4.07761,11.9939,2.34151
3.98202,12.0923,2.3583
3.88479,12.1891,2.37509
3.88479,12.1891,2.37509
3.78595,12.2843,2.36105
3.97211,12.1,2.38786
4.16315,11.9206,2.41468
4.35894,11.7465,2.4415
4.55932,11.5777,2.46831
4.76415,11.4143,2.49513
4.97329,11.2565,2.52195
5.18659,11.1043,2.54876
5.40389,10.958,2.57558
5.62504,10.8174,2.60239
5.62504,10.8174,2.60239
5.84988,10.6829,2.57989
5.69141,10.7826,2.59597
5.53136,10.8798,2.61205
5.36977,10.9744,2.62813
5.20668,11.0664,2.64421
5.04214,11.1557,2.66029
4.87617,11.2424,2.67636
4.70884,11.3264,2.69244
4.54018,11.4077,2.70852
4.37023,11.4862,2.7246
4.37023,11.4862,2.7246
4.19904,11.5621,2.7588
4.00693,11.6394,2.79662
3.81204,11.7095,2.83445
3.61463,11.7721,2.87228
3.415,11.8272,2.9101
3.21343,11.8747,2.94793
3.01021,11.9145,2.98576
2.80562,11.9467,3.02359
2.59996,11.9711,3.06141
2.39353,11.9876,3.09924
